week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
97,177,1571,341.5,611.13,0,0,667.0
3,55,2707,487.91,446.23,0,0,851.0
3,24,2306,407.43,323.01,0,0,107.0
86,174,1525,486.03,96.06,0,0,985.0
95,30,2306,115.49,173.66,0,0,448.0
20,27,2290,240.56,291.06,0,0,339.0
92,43,1525,154.26,446.23,0,0,411.0
38,113,1543,246.38,662.51,1,0,1093.0
52,65,1878,290.03,552.93,0,0,138.0
63,72,1216,145.56,415.16,0,0,1211.0
19,59,2664,384.15,325.92,0,0,576.0
141,177,2139,96.09,670.33,0,1,775.0
142,99,1993,446.23,116.43,1,0,628.0
68,65,2539,183.33,281.33,0,0,89.0
41,36,2760,327.86,324.04,0,0,943.0
140,89,2867,237.65,153.29,1,0,500.0
121,11,1216,484.03,162.05,0,0,598.0
108,108,2707,467.54,291.03,0,0,1011.0
71,146,2704,329.83,196.94,0,0,391.0
63,149,2322,464.69,303.64,0,0,184.0
115,101,2760,241.53,282.33,0,0,68.0
79,74,2956,281.33,244.5,0,0,851.0
99,59,1216,581.03,281.33,0,0,94.0
86,143,2490,253.23,681.91,0,0,734.0
106,66,2569,492.82,581.03,0,1,96.0
15,43,2704,163.96,155.26,0,0,150.0
58,10,1885,273.54,297.82,0,0,491.0
27,88,2104,280.36,532.53,0,0,367.0
38,99,1062,388.03,290.03,0,0,143.0
32,75,1727,485.03,355.02,1,0,1157.0
77,64,1248,423.95,291.03,0,0,1162.0
3,72,1885,349.23,291.03,0,1,1182.0
141,89,1230,232.8,641.23,0,1,1204.0
79,52,2577,513.19,150.38,0,0,1117.0
9,162,2290,325.01,636.35,1,0,700.0
102,126,2956,369.6,320.13,0,0,504.0
42,110,2826,548.08,280.36,0,0,914.0
17,126,1216,389.03,331.74,0,0,649.0
122,32,1878,222.19,447.23,0,0,289.0
31,43,2290,161.05,602.4,1,0,955.0
17,57,2704,274.57,615.01,0,0,211.0
9,65,1543,183.33,260.93,0,0,804.0
108,126,2539,240.59,485.03,0,0,1166.0
98,93,2707,316.22,583.03,0,0,663.0
2,104,1198,641.23,486.03,0,0,1404.0
35,108,2322,320.13,362.81,0,0,448.0
105,139,1571,466.57,346.29,1,0,633.0
24,39,2306,232.83,471.48,0,0,538.0
87,113,2581,323.98,484.03,0,0,194.0
34,137,1198,340.47,428.74,0,0,739.0
69,146,1216,326.89,321.13,0,0,1082.0
128,153,2631,115.49,319.13,0,0,1193.0
47,137,2492,353.08,95.12,0,0,233.0
102,106,1962,223.13,543.2,1,0,812.0
67,41,1754,361.81,291.03,0,0,39.0
16,94,1971,555.81,486.03,1,0,195.0
56,30,1543,289.06,416.13,0,0,636.0
124,20,1230,195.03,181.42,0,0,749.0
142,42,1727,292.03,319.13,0,0,314.0
124,42,2306,387.03,206.67,0,0,905.0
26,129,1558,260.93,280.36,0,0,1096.0
53,61,1198,237.68,617.89,0,1,1191.0
123,36,1207,309.46,680.03,0,0,139.0
84,124,2494,281.33,153.26,0,0,843.0
115,110,1109,484.03,714.92,0,0,648.0
115,23,2290,292.03,204.7,0,0,861.0
12,50,2704,395.76,213.43,0,1,1146.0
53,11,2640,291.06,473.36,0,0,361.0
73,29,2760,319.13,216.34,0,0,1083.0
138,132,1885,291.03,581.03,0,0,123.0
132,149,1962,327.89,576.24,0,0,63.0
65,36,1803,631.53,532.53,0,0,1136.0
16,65,2494,403.55,425.83,0,0,327.0
62,174,2631,242.53,484.03,0,0,876.0
82,106,2581,322.07,551.02,0,1,280.0
132,76,2490,309.46,220.22,0,0,727.0
46,108,1438,583.03,680.03,0,0,426.0
48,27,2322,378.3,290.03,0,0,891.0
94,139,2490,120.31,403.52,0,0,917.0
77,97,1727,155.26,465.63,0,0,1109.0
31,51,2104,241.53,511.19,0,1,989.0
23,57,2569,484.03,219.22,0,0,560.0
75,137,2492,599.46,306.55,0,1,168.0
115,51,1216,236.68,281.33,0,0,828.0
115,13,1971,243.5,310.43,0,0,546.0
142,97,1754,291.03,486.03,0,0,874.0
59,58,1993,703.28,171.69,0,0,1213.0
61,65,2290,406.46,426.83,0,0,420.0
1,64,2490,281.33,280.33,0,0,552.0
122,30,2760,338.53,312.4,0,0,430.0
97,27,2304,436.53,243.53,0,0,403.0
114,74,2867,273.57,409.4,0,0,307.0
72,66,2490,322.07,242.5,0,0,441.0
135,88,1885,583.03,309.49,0,0,453.0
5,109,1062,292.03,583.03,0,0,448.0
19,59,2490,88.33,146.5,0,1,1164.0
58,139,1778,707.13,172.72,1,0,469.0
14,106,1778,484.03,727.53,0,0,34.0
14,10,1803,311.43,298.79,0,0,1185.0
86,11,1525,154.26,231.89,0,0,719.0
34,132,2490,273.6,321.13,0,0,387.0
94,86,2760,291.03,119.31,0,0,977.0
136,99,1971,100.88,348.23,0,1,40.0
122,32,1248,425.83,270.63,0,0,1051.0
39,177,1770,243.53,707.13,0,0,157.0
15,101,2867,427.8,707.13,0,0,42.0
139,52,2577,323.07,551.02,0,0,2616.0
145,75,2306,389.0,339.53,0,1,1027.0
58,20,2760,470.51,401.61,0,0,75.0
71,99,1754,151.32,640.23,0,0,1123.0
23,76,1543,119.37,205.7,0,0,367.0
106,43,2304,210.49,285.24,0,1,252.0
65,104,2306,726.53,585.94,0,0,808.0
119,126,1445,145.53,182.39,0,0,307.0
87,59,2826,656.72,122.28,0,0,699.0
7,186,2867,191.12,188.21,0,0,941.0
52,36,2569,456.87,636.32,1,0,824.0
120,39,2826,160.05,262.93,1,0,398.0
103,13,2444,301.73,380.24,0,0,782.0
95,162,2539,292.03,581.03,0,0,777.0
100,152,2581,547.08,726.53,0,0,38.0
91,91,2956,425.83,609.19,0,0,573.0
96,51,2306,243.47,282.33,0,0,781.0
93,126,2492,291.03,203.7,0,0,476.0
81,20,2444,292.03,572.36,0,0,208.0
112,153,1207,292.94,312.34,1,0,1121.0
57,51,2707,678.03,253.2,0,0,26.0
73,126,2581,121.25,471.48,0,0,1064.0
62,24,1248,326.89,301.73,0,0,215.0
33,58,1803,319.13,485.03,0,0,1217.0
50,102,2664,143.62,289.06,0,0,1119.0
9,64,2539,97.06,155.26,1,0,125.0
51,161,1770,292.03,292.03,0,0,945.0
60,34,2290,671.27,321.13,0,1,2038.0
15,14,2704,246.38,296.82,1,0,1063.0
35,76,2640,325.95,698.43,0,0,616.0
39,145,2290,332.71,358.96,0,0,392.0
36,41,2704,194.06,150.35,0,0,973.0
54,113,1885,389.03,484.03,0,1,907.0
23,32,2631,759.57,327.86,0,0,664.0
109,34,2126,156.23,167.87,0,0,1210.0
53,66,1109,244.5,291.03,0,0,947.0
20,139,2704,319.13,486.03,0,0,617.0
90,59,1207,563.63,228.01,0,0,1137.0
29,64,1525,281.33,486.03,0,0,627.0
10,80,2104,95.09,155.26,0,0,1037.0
26,64,1878,175.63,545.17,0,1,74.0
65,145,2664,291.03,445.23,0,0,171.0
103,11,2306,583.03,668.33,1,0,272.0
96,26,2664,291.03,442.38,0,0,295.0
1,13,1754,261.93,160.05,0,0,184.0
117,89,2569,445.23,338.53,0,0,63.0
52,104,2569,158.17,397.76,0,0,693.0
101,149,2577,631.53,328.89,1,0,729.0
5,27,1445,639.23,280.33,0,0,895.0
61,55,1248,282.3,445.23,0,0,760.0
3,43,2444,213.43,641.23,0,0,563.0
121,106,1525,630.53,617.89,0,0,559.0
30,66,1962,437.53,244.5,0,0,30.0
101,26,2707,191.12,119.31,0,0,761.0
44,109,1754,689.73,550.05,0,0,785.0
22,64,1062,255.11,102.85,0,0,773.0
136,146,1247,119.37,367.69,0,1,1181.0
90,110,2760,305.61,146.5,0,0,867.0
130,39,1525,290.03,469.51,0,0,269.0
48,106,1543,291.03,272.63,0,0,1969.0
122,113,2322,678.03,175.57,0,0,686.0
138,99,2760,162.99,243.53,0,0,830.0
61,108,1885,310.43,314.31,0,0,735.0
132,51,2704,465.6,302.64,0,1,2147.0
52,89,1109,244.5,292.03,0,0,569.0
51,10,2707,390.0,270.63,0,0,701.0
145,113,1445,270.66,244.5,0,0,1137.0
139,29,2581,290.03,679.03,0,0,333.0
36,65,1778,280.33,178.54,0,0,817.0
123,23,1885,211.52,321.1,0,0,909.0
53,51,2577,228.95,679.03,0,0,1010.0
143,55,2569,98.03,297.82,0,0,709.0
125,20,2760,250.32,321.07,0,0,1196.0
132,50,2704,105.73,119.37,0,1,1182.0
87,66,2631,173.66,437.53,0,0,637.0
46,108,1109,118.37,117.37,0,0,562.0
31,80,2867,192.12,328.89,0,0,138.0
81,177,2490,243.53,523.83,0,0,726.0
100,10,1248,668.33,486.03,0,0,391.0
110,104,2139,282.33,176.6,0,0,848.0
27,42,1885,213.43,446.23,0,0,883.0
82,88,2707,556.84,447.23,0,1,1065.0
67,113,1062,282.33,99.0,0,0,915.0
33,75,2664,291.03,613.04,0,0,996.0
84,102,1847,244.5,304.64,0,0,1034.0
43,67,2640,192.09,148.41,0,0,1222.0
82,30,2444,151.38,221.16,0,0,413.0
32,51,1878,400.64,466.63,0,0,728.0
132,77,1770,151.38,266.81,0,0,690.0
53,124,1247,447.23,678.03,0,0,706.0
92,77,2867,183.36,141.68,0,1,824.0
20,132,1754,196.0,339.53,0,0,1151.0
95,52,1558,759.57,607.28,0,0,35.0
43,149,1778,251.29,233.83,1,0,390.0
140,186,2867,58.26,324.01,0,0,575.0
61,13,2104,320.13,362.81,1,0,641.0
92,109,1230,291.0,181.45,0,0,1114.0
34,143,2322,162.99,120.34,0,0,620.0
127,74,1543,306.55,109.64,0,0,300.0
119,80,1109,329.86,120.34,0,1,1054.0
39,34,1207,505.43,472.39,0,0,638.0
133,36,1902,290.03,446.23,0,0,965.0
7,30,1445,193.06,545.17,0,0,334.0
112,51,2704,561.69,528.65,1,0,1160.0
70,27,2640,243.5,243.53,0,0,500.0
123,32,2126,363.81,553.93,0,0,556.0
71,73,2490,319.13,148.41,0,1,592.0
11,64,2707,561.63,484.03,0,0,415.0
36,102,1971,173.63,640.23,0,0,934.0
145,34,1971,513.13,279.42,0,0,713.0
52,186,1878,191.09,581.03,0,0,746.0
26,59,2304,118.34,414.25,1,0,743.0
119,153,2306,195.0,417.16,0,0,370.0
8,86,1878,327.89,639.23,0,0,428.0
11,52,1558,208.61,241.53,0,0,124.0
47,99,2104,291.03,281.33,0,0,481.0
8,77,1248,151.32,320.13,1,0,331.0
145,102,1727,726.53,338.53,0,0,436.0
103,81,1558,256.14,710.1,0,0,772.0
79,36,1971,291.03,631.53,0,0,845.0
119,137,2306,96.06,486.03,0,0,922.0
99,67,2704,266.78,298.82,0,0,282.0
28,153,2826,289.06,329.86,1,0,235.0
35,53,1216,619.86,447.23,0,1,1189.0
128,80,2494,323.01,291.03,0,0,579.0
52,89,2569,113.52,181.39,1,0,591.0
69,51,2539,485.03,659.63,0,0,114.0
60,20,2640,122.28,310.43,0,0,847.0
9,13,1847,304.64,485.03,0,0,222.0
105,24,1778,182.36,145.5,0,0,76.0
82,59,1248,98.03,320.16,0,0,318.0
101,11,2569,197.88,242.53,0,0,1186.0
44,91,2956,153.32,641.23,0,1,1631.0
63,101,2664,310.43,404.55,0,0,82.0
31,106,2867,486.03,323.04,0,0,827.0
65,89,2707,242.5,639.23,0,1,224.0
98,13,2290,182.42,447.23,1,0,359.0
138,77,2704,583.97,327.89,0,0,591.0
99,10,1727,232.83,484.03,0,1,669.0
80,72,1558,581.03,485.03,0,0,381.0
64,66,1445,343.41,309.43,0,0,1136.0
17,55,2867,181.42,625.68,0,0,933.0
73,59,2704,462.72,285.21,0,0,774.0
25,43,1311,637.32,307.49,0,0,104.0
88,65,2139,656.69,255.11,1,0,1006.0
109,137,2577,223.16,458.87,0,0,1020.0
138,83,2707,298.82,266.78,0,0,995.0
47,177,2577,178.48,151.32,0,0,1022.0
61,13,2581,243.53,418.13,0,0,224.0
29,153,2581,319.13,562.63,1,0,1105.0
129,51,2760,508.34,338.53,0,0,371.0
122,50,1727,678.03,405.52,0,0,334.0
115,108,1109,223.13,697.43,0,0,15.0
9,80,2569,280.33,292.03,0,0,205.0
84,24,2306,194.0,149.38,1,0,5292.0
37,57,2139,183.33,499.61,0,0,296.0
19,101,1198,96.06,308.52,0,0,1074.0
116,76,2704,296.85,153.29,0,0,71.0
33,104,2492,95.09,285.24,0,0,554.0
76,55,1885,241.53,393.85,1,0,473.0
80,153,1247,355.99,145.56,0,0,1063.0
34,157,2956,386.06,161.05,0,0,1027.0
75,67,1062,494.76,177.54,0,0,407.0
9,66,1727,309.43,646.05,0,0,837.0
1,80,1971,304.64,712.04,0,0,571.0
129,43,2707,165.93,639.23,0,0,317.0
64,174,1230,302.64,446.23,0,0,859.0
133,106,2867,280.33,181.39,0,0,578.0
76,174,1885,97.03,253.2,0,0,858.0
66,59,1248,153.32,378.33,1,1,909.0
46,92,2826,185.27,190.12,0,0,1910.0
13,186,2306,149.44,117.43,0,1,334.0
49,50,1230,111.61,293.97,0,0,180.0
92,68,2826,243.53,244.5,0,0,26.0
113,42,1207,244.5,241.53,0,0,18741.0
82,153,1207,426.8,241.53,0,0,815.0
112,143,1207,102.85,641.23,0,0,1017.0
25,24,2322,219.22,484.03,0,0,359.0
88,20,1248,177.54,699.37,0,0,96.0
130,104,2867,321.07,272.63,0,0,598.0
34,93,2707,319.13,304.58,0,0,424.0
36,101,1885,315.25,147.5,0,0,419.0
111,23,1248,244.5,310.43,0,0,70.0
120,17,2306,488.94,145.53,0,0,644.0
39,94,2704,394.79,319.13,0,0,550.0
52,65,1062,291.03,301.73,0,0,872.0
95,51,2707,248.35,120.28,0,0,837.0
61,89,2126,311.43,151.38,0,0,478.0
94,26,1543,291.03,291.03,0,1,65.0
76,77,2490,156.17,243.53,0,0,1193.0
115,152,2581,269.72,122.28,0,0,259.0
125,174,1770,233.83,680.03,0,1,910.0
127,83,1311,719.74,153.26,1,0,695.0
92,126,2707,281.33,277.48,0,0,50.0
92,174,2290,173.63,271.63,0,0,903.0
69,76,1727,680.03,183.36,0,0,1194.0
5,67,2826,134.83,311.43,0,0,195.0
47,161,1847,150.41,678.03,0,1,882.0
10,174,1543,355.08,337.62,0,0,708.0
67,157,1525,765.33,262.93,0,1,670.0
125,153,1878,320.1,417.13,0,0,539.0
90,80,2867,295.85,223.1,0,0,555.0
101,65,2760,189.15,281.33,0,0,222.0
30,53,1558,214.43,314.31,0,0,451.0
41,83,2760,191.12,238.65,0,0,833.0
26,186,2631,433.59,629.59,0,0,1044.0
124,177,2640,507.34,484.03,0,0,907.0
44,76,2104,484.03,291.03,0,0,773.0
85,32,1247,547.08,150.41,0,0,291.0
23,66,1109,299.79,263.84,0,0,20.0
20,23,2126,630.53,390.0,0,0,1055.0
54,13,2306,96.06,281.33,0,0,944.0
51,34,1778,282.33,367.63,0,0,1163.0
51,145,2139,581.03,309.43,0,0,178.0
91,39,1198,407.46,244.5,0,0,1196.0
49,27,2304,492.76,83.42,0,0,414.0
114,34,1778,707.13,346.29,0,0,698.0
15,65,1109,223.16,241.53,0,0,37.0
51,93,2290,290.03,195.0,0,0,978.0
100,57,2867,533.53,172.72,0,0,1148.0
91,52,2826,487.94,282.33,0,0,1162.0
19,27,1230,192.06,640.23,0,0,201.0
68,146,1993,244.5,320.13,0,0,182.0
48,11,2581,212.43,435.53,0,1,678.0
95,86,1993,291.03,534.53,0,0,508.0
21,146,2704,582.03,678.03,0,0,36.0
100,55,1062,146.5,119.34,0,0,363.0
71,146,1216,325.98,321.13,0,0,959.0
43,161,1778,445.23,265.81,0,0,941.0
111,91,1727,114.46,200.79,0,0,301.0
30,81,1216,404.55,235.74,0,0,1129.0
25,29,2631,292.03,466.63,0,0,459.0
3,162,1962,184.33,569.39,0,0,948.0
127,106,1558,99.94,306.55,0,0,429.0
75,24,2539,117.37,447.23,0,1,1211.0
79,88,1445,292.03,146.5,0,0,834.0
19,72,2490,291.03,445.23,0,0,463.0
18,32,2956,280.33,112.58,0,0,92.0
52,58,1230,120.31,445.23,0,0,241.0
79,66,1878,261.93,610.13,0,0,1163.0
104,174,2664,243.5,165.93,0,0,711.0
76,91,1754,270.66,418.13,0,0,984.0
123,104,2826,707.13,445.23,0,0,271.0
58,36,2306,619.86,315.25,0,0,650.0
5,94,2956,444.26,311.43,0,0,742.0
66,81,2444,484.03,708.13,1,1,1153.0
14,93,2306,159.11,446.23,0,0,627.0
50,36,1754,628.62,320.13,0,0,1135.0
144,36,1770,146.5,161.02,0,0,400.0
126,108,1230,332.71,194.0,0,0,721.0
37,65,1247,446.23,524.83,0,0,772.0
58,24,2490,349.23,509.31,0,0,130.0
66,83,1248,164.9,311.43,0,0,214.0
113,36,1971,280.33,320.13,0,0,323.0
6,14,1778,309.43,388.03,0,0,331.0
6,42,1878,320.13,417.13,0,0,238.0
19,50,2490,494.7,708.13,1,0,521.0
94,52,1993,562.63,310.43,0,0,131.0
64,11,2139,587.82,156.17,0,0,195.0
125,61,1438,610.16,310.43,0,0,1052.0
45,61,2304,390.97,102.82,0,0,231.0
75,58,1558,292.03,434.56,0,1,557.0
105,30,2664,183.36,317.19,0,0,111.0
83,74,1198,726.59,232.86,0,0,980.0
50,80,1727,416.13,577.15,0,0,339.0
25,20,1727,291.03,471.48,0,0,817.0
82,88,1525,301.73,512.22,0,0,1008.0
23,102,1558,242.53,228.01,0,0,516.0
137,186,2304,149.38,272.63,0,0,264.0
82,65,1311,639.23,387.03,0,0,205.0
28,110,1438,177.57,252.2,0,1,571.0
107,139,1198,143.59,153.26,0,0,735.0
17,55,2539,121.31,163.02,0,0,813.0
114,73,2539,609.16,445.23,0,0,725.0
70,51,2539,236.68,505.43,0,1,310.0
21,52,1558,284.27,387.03,0,0,15.0
6,32,2664,255.17,290.03,0,0,179.0
145,97,1230,244.5,505.43,1,0,549.0
43,55,2664,491.79,243.53,0,1,1190.0
139,177,2139,291.03,242.5,0,0,702.0
76,153,2826,659.63,150.38,0,0,1203.0
77,72,2704,472.39,327.89,0,0,1034.0
15,143,2704,290.09,658.63,0,1,1222.0
139,145,1847,314.28,385.09,0,0,364.0
109,52,2760,408.43,679.03,0,0,851.0
79,75,2631,183.39,423.95,0,1,536.0
19,74,2306,232.83,360.87,0,0,1071.0
28,23,1971,484.03,347.26,0,0,758.0
67,67,2494,280.33,346.32,0,0,504.0
56,30,2760,339.53,426.83,0,0,1158.0
85,99,2539,288.12,670.33,0,1,1034.0
12,67,1445,195.03,241.53,0,0,612.0
7,34,1778,418.13,304.64,0,1,529.0
78,52,1778,447.23,153.26,0,0,503.0
5,64,2704,194.0,260.93,0,0,505.0
10,186,2664,176.54,89.3,0,0,389.0
58,13,1248,387.06,445.23,0,0,216.0
10,94,2492,525.74,285.21,0,1,1021.0
60,157,2306,193.03,241.56,0,0,161.0
38,146,1885,341.5,198.88,0,0,769.0
30,152,2494,562.63,406.43,0,0,206.0
62,39,1558,633.47,629.53,0,1,1067.0
19,92,2444,292.03,394.85,0,0,290.0
54,146,2826,196.0,446.23,0,0,166.0
67,30,1993,395.82,140.65,0,0,35.0
122,51,1727,464.63,678.03,1,0,1112.0
136,80,1062,488.94,279.36,0,0,971.0
48,77,2664,236.68,350.17,0,0,394.0
46,124,2490,608.22,756.63,0,0,1063.0
86,161,2290,241.53,319.13,0,1,630.0
22,73,2539,278.39,445.23,0,1,279.0
54,143,1248,243.5,620.86,0,0,702.0
9,186,1445,631.53,416.13,0,1,48.0
59,23,2631,227.01,323.98,0,0,858.0
19,66,1885,666.39,176.57,0,0,342.0
85,39,2322,641.23,156.2,0,0,467.0
96,152,2126,294.91,290.03,1,0,1061.0
144,23,1885,301.73,418.13,1,0,770.0
31,101,2290,405.49,324.01,0,1,1178.0
33,32,2569,341.5,658.63,0,1,1502.0
138,110,1062,339.53,338.53,0,1,18236.0
127,34,1902,688.73,406.43,0,0,1048.0
93,30,2704,280.33,619.86,0,0,753.0
124,10,1109,150.35,593.67,0,0,175.0
33,162,1962,261.9,485.03,0,0,321.0
128,145,2306,148.41,627.62,0,1,1163.0
128,20,1962,511.22,242.5,0,0,714.0
39,53,2139,630.53,610.19,0,0,685.0
77,53,1885,330.83,363.81,0,0,949.0
136,129,2304,244.47,446.23,0,0,1107.0
101,145,2631,648.99,117.37,0,0,487.0
99,36,1558,290.09,174.6,0,0,1014.0
85,57,1971,121.28,515.13,0,0,1068.0
42,34,1885,269.72,242.5,0,0,2387.0
143,97,2664,277.48,343.38,1,0,596.0
69,106,2867,307.49,320.13,0,0,1097.0
49,73,2664,392.91,488.91,0,0,1013.0
108,74,2444,312.4,282.33,0,0,583.0
92,152,1902,310.43,101.88,0,0,885.0
53,76,2704,351.14,549.08,1,0,177.0
48,64,2760,444.26,639.23,0,0,917.0
34,126,1248,56.26,185.33,0,0,494.0
13,58,1902,640.23,304.61,0,0,1018.0
94,39,1558,436.56,111.61,0,0,432.0
77,88,2444,465.63,339.53,0,0,981.0
37,72,1558,178.51,287.15,0,0,365.0
9,145,1778,98.03,545.17,0,0,619.0
3,177,1803,385.09,661.54,0,0,495.0
110,51,2539,486.03,281.33,0,0,1223.0
30,32,1754,146.53,253.2,0,0,306.0
42,91,2444,97.97,286.21,0,0,1035.0
2,14,1727,321.1,152.32,0,0,994.0
24,57,2826,346.29,668.36,0,0,1163.0
129,91,2444,312.37,484.03,0,0,854.0
38,109,2304,487.0,93.12,0,0,616.0
139,86,1062,181.42,280.33,0,0,1157.0
26,83,1571,323.01,372.48,1,0,59.0
40,27,2664,324.01,319.13,0,0,1115.0
128,139,2492,383.21,532.53,0,0,914.0
66,139,1525,446.23,241.53,0,0,259.0
42,72,1216,436.53,280.36,0,0,368.0
103,77,2492,670.33,322.1,0,0,1062.0
8,91,1109,548.08,117.43,0,0,139.0
130,61,1971,243.53,152.35,0,1,341.0
124,14,1770,260.99,182.39,0,0,196.0
14,93,2760,628.62,183.39,0,0,267.0
118,57,1216,194.03,292.03,0,0,171.0
140,104,1248,451.05,644.11,0,0,434.0
75,10,1571,547.08,728.53,0,0,1073.0
86,93,1230,146.47,435.53,0,0,733.0
101,97,2826,586.91,489.88,0,1,206.0
42,13,1878,583.03,282.27,0,0,140.0
97,109,1962,321.13,243.53,0,0,1225.0
73,39,2569,214.43,282.33,0,0,319.0
63,113,2126,437.5,290.06,0,0,361.0
132,30,1230,323.07,520.89,0,1,239.0
118,113,2306,243.5,417.13,1,0,352.0
137,161,2704,425.83,190.18,0,1,1160.0
123,113,2492,580.12,195.0,0,0,464.0
7,186,1558,125.19,727.53,0,0,515.0
91,80,1971,318.22,474.39,0,0,419.0
104,42,1727,427.8,447.23,0,0,736.0
99,30,1770,213.43,317.25,0,1,650.0
43,11,1993,445.23,505.43,0,0,330.0
66,102,1778,367.63,351.2,0,0,144.0
6,42,2867,570.36,486.03,0,0,687.0
15,43,1993,285.24,707.13,0,1,690.0
85,93,1993,485.03,281.33,0,1,2510.0
88,106,1803,194.0,321.13,0,0,428.0
32,58,2631,217.28,484.03,0,0,528.0
69,161,2640,284.24,321.13,0,0,601.0
72,30,1558,388.0,290.03,0,0,399.0
2,27,1062,192.09,322.04,0,0,826.0
23,76,1062,298.79,223.1,0,0,986.0
94,34,1878,484.03,280.33,0,0,158.0
145,106,1962,193.06,641.23,0,0,525.0
97,74,2290,331.77,484.03,0,0,824.0
19,23,1962,242.5,118.37,0,0,733.0
121,177,1438,219.22,517.04,0,0,1072.0
66,91,2664,417.13,640.23,0,0,1070.0
14,132,1207,486.03,323.07,0,0,675.0
90,29,1525,639.23,123.25,0,0,1091.0
36,81,1885,310.43,526.71,0,1,992.0
64,109,2640,416.13,612.13,0,0,195.0
50,146,1971,446.23,587.85,0,0,24.0
96,97,2631,243.53,241.53,0,0,482.0
66,126,1248,339.53,188.18,0,0,456.0
17,30,1230,682.91,196.0,0,0,47.0
34,72,1754,680.03,151.38,0,0,997.0
76,99,1230,142.62,145.56,0,0,1854.0
117,64,2581,242.53,643.17,0,0,1198.0
2,66,2492,413.25,302.67,0,0,1025.0
92,97,1109,416.19,158.17,0,0,994.0
19,157,2139,484.03,357.93,0,0,498.0
91,66,2569,327.89,227.04,0,1,1159.0
123,124,2640,591.76,235.71,0,0,879.0
36,177,2304,679.03,766.33,0,0,141.0
76,92,2304,198.88,292.03,0,0,686.0
115,74,2290,141.65,319.13,0,0,270.0
28,99,2826,586.91,454.93,0,0,793.0
25,153,2444,141.62,380.3,0,0,502.0
132,52,1558,547.14,254.2,1,0,63.0
103,152,1216,162.05,263.84,0,1,1105.0
109,36,1885,583.03,195.0,0,0,1130.0
124,73,2707,138.77,235.71,0,0,786.0
82,36,1198,728.53,727.53,0,0,265.0
75,17,1543,447.23,190.12,0,0,513.0
84,27,1778,691.64,620.86,0,0,857.0
106,43,2577,348.23,572.36,0,0,154.0
60,139,2322,157.2,321.07,0,0,265.0
16,81,2322,309.46,292.03,0,1,123.0
22,11,2126,628.62,181.42,0,0,1147.0
142,10,2826,348.23,466.6,0,1,930.0
9,108,2664,292.0,446.23,0,0,180.0
106,36,2640,378.3,447.23,0,1,299.0
138,129,2826,445.23,659.6,1,0,811.0
21,146,1207,525.74,447.23,0,0,1195.0
107,72,1754,311.43,708.13,0,0,275.0
47,23,1727,370.6,328.89,1,0,1043.0
37,20,1109,747.93,460.75,0,0,542.0
125,177,2707,258.02,310.43,0,0,1054.0
133,129,1993,514.13,412.31,0,0,27.0
54,64,1558,767.33,282.33,0,0,647.0
95,153,2581,318.16,177.57,0,0,521.0
28,126,1754,637.32,116.43,0,1,969.0
117,89,1230,208.55,241.53,0,0,1180.0
129,55,2867,153.26,276.45,0,0,137.0
50,29,1778,268.69,436.53,0,0,928.0
98,99,1230,309.49,123.25,0,0,454.0
129,132,2640,388.03,349.26,0,0,1083.0
3,91,2126,341.5,612.07,0,0,1062.0
126,99,2322,87.3,484.03,0,0,1224.0
87,143,2664,194.0,244.5,0,0,631.0
64,51,1754,293.97,144.59,0,1,619.0
80,86,2631,240.59,253.23,0,0,270.0
122,94,1525,446.23,639.23,0,0,75.0
107,34,1109,640.23,686.76,0,0,1112.0
76,108,1885,643.14,466.63,0,0,144.0
74,109,2139,290.03,370.57,0,0,538.0
132,36,1770,672.24,290.03,0,0,136.0
37,20,1727,318.19,515.13,1,0,58.0
16,76,2704,192.09,238.62,0,1,411.0
101,174,1230,582.03,183.39,0,1,152.0
104,89,2826,425.83,194.0,0,0,357.0
86,30,1216,243.53,228.95,0,0,1219.0
41,81,1207,303.67,403.55,0,1,305.0
46,146,1962,241.53,678.03,0,0,970.0
93,65,1885,513.13,119.37,0,0,971.0
43,186,2126,155.26,486.03,0,1,92.0
76,174,2707,447.23,640.23,0,0,488.0
52,88,2704,531.62,145.56,0,0,194.0
78,67,1207,570.36,292.03,0,0,407.0
36,93,1754,146.53,629.53,0,0,171.0
32,113,2569,124.19,311.43,0,0,180.0
109,161,1543,544.17,417.13,0,0,880.0
60,145,1198,281.33,324.01,0,0,79.0
37,152,1878,124.19,325.98,0,0,592.0
126,161,2760,243.53,421.95,0,0,683.0
62,13,1230,160.05,474.39,0,0,528.0
19,13,2569,533.5,625.68,0,1,314.0
105,75,1525,92.15,446.23,0,1,770.0
44,83,1109,280.36,130.01,0,0,131.0
86,66,2664,427.8,338.53,0,0,225.0
94,174,2707,690.7,302.64,0,0,372.0
141,55,1438,197.88,563.63,0,0,558.0
30,36,1543,242.53,161.05,0,0,258.0
45,43,1247,324.04,658.63,0,0,801.0
136,89,1062,309.43,282.33,0,0,331.0
107,177,1543,388.03,254.17,0,1,595.0
69,102,1993,670.33,261.93,0,0,990.0
109,81,2640,242.53,132.92,0,1,825.0
64,57,1445,255.14,290.03,0,0,745.0
63,41,1109,339.53,445.23,0,0,1024.0
25,157,2956,281.33,189.21,0,0,504.0
79,58,2290,532.53,422.95,0,0,535.0
